feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,labels
0.025906736,0.125,0.0,0.041666667,0.023809524,0.0,0.0,0.0,0.609375,0.124893378,0.0,0.0,0.0
0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.01724138,0.109375,0.008215488,0.0,0.0,0.0
0.02590674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.00359147,1.0,0.0,0.0
0.041450777,0.25,0.0,0.0,0.119047619,0.023809524,0.0,0.025862069,0.171875,0.017239057,0.0,0.0,0.0
0.056994819,0.0,0.021276596,0.0,0.0,0.0,0.0,0.00862069,0.1875,0.072457912,0.0,0.046587937,0.0
0.020725389,0.125,0.021276596,0.0,0.0,0.0,0.0,0.025862069,0.6875,0.135443322,0.0,0.0,0.0
0.01554404,0.125,0.0,0.0,0.0,0.0,0.0,0.02586207,0.609375,0.09301908,0.0,0.0,0.0
0.01036269,0.25,0.0,0.0,0.0,0.02380952,0.0,0.02586207,0.375,0.1179798,0.0,0.0,1.0
0.04663212,0.125,0.04255319,0.0,0.07142857,0.0,0.0,0.00862069,0.34375,0.2409428,0.0,0.111811,1.0
0.01036269,0.0,0.0212766,0.0,0.0,0.0,0.0,0.00862069,0.25,0.0189899,0.0,0.0,0.0
0.1450777,0.375,0.1276596,0.0,0.04761905,0.02380952,0.0,0.0,0.046875,0.06994388,0.0,0.2120554,1.0
0.03108808,0.125,0.08510638,0.0,0.02380952,0.0,0.0,0.00862069,0.28125,0.02325477,0.0,0.2395951,1.0
0.06217617,0.25,0.06382979,0.0,0.07142857,0.02380952,0.0,0.06896552,0.171875,0.04013468,0.0,0.172017,0.0
0.010362694,0.0,0.0,0.0,0.023809524,0.0,0.0,0.00862069,0.03125,0.005611672,0.0,0.186351747,0.0
0.1243523,0.125,0.0,0.0,0.02380952,0.0,0.0,0.0,0.046875,0.06994388,0.0,0.2012599,1.0
0.03108808,0.0,0.0212766,0.0,0.1428571,0.0,0.0,0.00862069,0.015625,0.04022447,0.0,0.2395951,0.0
0.025906736,0.125,0.021276596,0.0,0.023809524,0.023809524,0.0,0.0,0.203125,0.015353535,0.0,0.093175874,0.0
0.005181347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.01508418,0.0,0.0,0.0
0.020725389,0.25,0.0,0.0,0.0,0.0,0.0,0.017241379,0.484375,0.01315376,0.0,0.0,0.0
0.093264249,0.125,0.106382979,0.0,0.19047619,0.0,0.0,0.043103448,0.046875,0.008574635,0.0,0.382511466,0.0
0.020725389,0.125,0.0,0.0,0.047619048,0.0,0.0,0.00862069,0.03125,0.004668911,0.0,0.0,0.0
0.03626943,0.125,0.0,0.0,0.07142857,0.0,0.0,0.06034483,0.0625,0.05072952,0.0,0.0,0.0
0.051813472,0.25,0.021276596,0.0,0.0,0.0,0.0,0.0,0.1875,0.014545455,0.0,0.0,0.0
0.02590674,0.125,0.0,0.0,0.0,0.0952381,0.0,0.0,0.015625,0.01378227,0.0,0.0,0.0
0.02072539,0.0,0.06382979,0.0,0.0,0.0,0.0,0.0,0.140625,0.05921437,0.0,0.2236221,0.0
0.01554404,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.00862069,0.203125,0.008664422,0.0,0.0,1.0
0.07253886,0.25,0.0,0.0,0.02380952,0.0,0.0,0.03448276,0.03125,0.08368126,0.0,0.03727035,0.0
0.041450777,0.0,0.021276596,0.0,0.0,0.0,0.0,0.00862069,0.1875,0.072457912,0.0,0.062117249,0.0
0.01554404,0.0,0.0212766,0.0,0.0,0.0,0.0,0.0,0.5625,0.08219978,0.0,0.0,0.0
0.010362694,0.125,0.0,0.0,0.023809524,0.0,0.0,0.0,0.15625,0.007721661,0.0,0.0,0.0
0.01554404,0.125,0.0,0.0,0.0,0.02380952,0.0,0.0,0.046875,0.001750842,1.0,0.0,0.0
0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.04310345,0.46875,0.1582492,0.0,0.0,1.0
0.0984456,0.125,0.1702128,0.0,0.2619048,0.0,0.0,0.0,0.078125,0.006419753,0.0,0.4192914,0.0
0.09326425,0.125,0.1489362,0.0,0.04761905,0.0,0.0,0.0,0.046875,0.06994388,0.0,0.4413594,1.0
0.1398964,0.375,0.0,0.0,0.0,0.0952381,0.0,0.0,0.09375,0.03717172,0.0,0.0,0.0
0.07253886,0.25,0.127659574,0.0,0.19047619,0.071428571,0.0,0.017241379,0.484375,0.01315376,0.0,0.409973844,0.0
0.015544041,0.0,0.0,0.0,0.0,0.0,0.0,0.043103448,0.28125,0.008080808,0.0,0.0,0.0
0.051813472,0.125,0.0,0.0,0.023809524,0.0,0.0,0.00862069,0.140625,0.000897868,0.0,0.0,1.0
0.1709845,0.5,0.1702128,0.0,0.0,0.04761905,0.0,0.0,0.015625,0.000718294,1.0,0.164428,1.0
0.01554404,0.0,0.0212766,0.0,0.04761905,0.0,0.0,0.0,0.0,0.006823793,0.0,0.0,0.0
0.020725389,0.125,0.0,0.0,0.023809524,0.0,0.0,0.0,0.09375,0.001167228,0.0,0.0,1.0
0.07772021,0.125,0.04255319,0.0,0.1666667,0.0,0.0,0.02586207,1.0,0.4012121,0.0,0.03494095,0.0
0.02072539,0.0,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.1875,0.01903479,0.0,0.111811,0.0
0.06217617,0.125,0.0,0.0,0.02380952,0.2142857,0.0,0.00862069,0.046875,0.00332211,0.0,0.0,0.0
0.191709845,0.375,0.021276596,0.0,0.023809524,0.023809524,0.2,0.00862069,0.15625,0.000763187,0.0,0.01471198,0.0
0.07253886,0.125,0.04255319,0.0,0.04761905,0.0,0.0,0.01724138,0.09375,0.0156229,0.0,0.111811,0.0
0.020725389,0.0,0.021276596,0.0,0.023809524,0.0,0.0,0.025862069,0.25,0.035690236,0.0,0.111811048,0.0
0.04663212,0.375,0.0212766,0.0,0.02380952,0.04761905,0.0,0.0,0.296875,0.02159371,0.0,0.0,0.0
0.031088083,0.125,0.021276596,0.0,0.0,0.0,0.0,0.0,0.671875,0.037979798,0.0,0.0,0.0
0.020725389,0.0,0.0,0.0,0.023809524,0.0,0.0,0.017241379,0.40625,0.003142536,0.0,0.0,0.0
0.010362694,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.014545455,0.0,0.0,1.0
0.02072539,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.004489338,1.0,0.0,0.0
0.041450777,0.125,0.021276596,0.0,0.0,0.047619048,0.0,0.025862069,0.1875,0.013647587,0.0,0.0,0.0
0.02590674,0.125,0.0212766,0.0,0.04761905,0.0,0.0,0.06896552,0.171875,0.04013468,0.0,0.0,0.0
0.09326425,0.125,0.3617021,0.0,0.0,0.0,0.0,0.05172414,0.21875,0.2963412,0.0,0.4707834,0.0
0.119171,0.25,0.08510638,0.0,0.0,0.07142857,0.0,0.0,0.03125,0.000808081,0.0,0.06988191,1.0
0.01036269,0.125,0.0,0.0,0.04761905,0.0,0.0,0.02586207,0.265625,0.02500561,0.0,0.0,0.0
0.015544041,0.25,0.021276596,0.0,0.095238095,0.047619048,0.0,0.051724138,0.125,0.064960718,0.0,0.0,0.0
0.015544041,0.125,0.0,0.0,0.047619048,0.0,0.0,0.017241379,0.359375,0.039147026,0.0,0.0,1.0
0.06735751,0.25,0.04255319,0.0,0.1190476,0.0,0.4,0.01724138,0.09375,0.04008979,0.0,0.1197975,0.0
0.02590674,0.125,0.04255319,0.0,0.04761905,0.0,0.0,0.02586207,0.609375,0.09301908,0.0,0.2795276,0.0
0.07253886,0.0,0.106383,0.0,0.02380952,0.0,0.0,0.0,0.03125,0.01979798,0.0,0.1490814,1.0
0.020725389,0.0,0.021276596,0.0,0.023809524,0.0,0.0,0.034482759,0.109375,0.007542088,0.0,0.0,0.0
0.02590674,0.0,0.0212766,0.0,0.07142857,0.0,0.0,0.0,0.0,0.00305275,0.0,0.4658793,0.0
0.05181347,0.125,0.0212766,0.0,0.04761905,0.0,0.0,0.01724138,0.0625,0.01750842,0.0,0.0,0.0
0.03626943,0.125,0.042553191,0.0,0.285714286,0.0,0.0,0.112068966,0.1875,0.078922559,0.0,0.069881905,0.0
0.05699482,0.125,0.06382979,0.0,0.0,0.0,0.0,0.0,0.21875,0.008305275,1.0,0.09317589,0.0
